railroad_id,railroad_type,portion,length_mile
71875,AC; OVERHEAD,0.4669867144859296,0.1645026710331344
71768,AC; OVERHEAD,0.0185890042507456,0.16394776547603188
71881,AC; OVERHEAD,0.07738689102471581,0.1446951565649401
71873,AC; OVERHEAD,0.09133353265753438,0.1465267910526709
79810,AC; OVERHEAD,0.186766661823872,0.16612409934473923
78692,AC; OVERHEAD,0.23633209367649952,2.310119551580449
79715,AC; OVERHEAD,0.012058148956836072,5.894367726331694
79716,AC; OVERHEAD,0.012016545433307022,5.873682042235834
68344,AC; OVERHEAD,0.021436051013250097,1.0795558005166521
68345,AC; OVERHEAD,0.02146907563470763,1.082787962606895
68358,AC; OVERHEAD,0.0681623539523565,6.039188563711313
72273,AC; OVERHEAD,0.06258882415140447,6.325245765101152
72277,AC; OVERHEAD,0.23932090942864842,5.223291221062908
73418,AC; OVERHEAD,0.015498273160245353,0.40696694494042807
78697,AC; OVERHEAD,0.2041417969435062,0.08636055489147162
78698,AC; OVERHEAD,0.11567309589464347,1.3256086559271483
78699,AC; OVERHEAD,1.0,0.024588824816775698
78700,AC; OVERHEAD,0.15340332176935528,2.208288100823917
78701,AC; OVERHEAD,0.18106026333494424,5.995222444488568
78726,AC; OVERHEAD,0.7088862154510678,13.068358271714535
68356,AC; OVERHEAD,0.010115187881606378,0.7570446648720314
68357,AC; OVERHEAD,0.010151195206834572,0.7584871594590056
72275,AC; OVERHEAD,0.006163711744715918,0.9823513001410089
76554,AC; OVERHEAD,0.6427945207242535,0.7748853307913973
76555,AC; OVERHEAD,0.019048372421878783,0.567367144235646
76556,AC; OVERHEAD,0.08809509168665147,0.19501897395894302
76570,AC; OVERHEAD,0.3886275645115982,0.8681107784239211
76572,AC; OVERHEAD,0.25270778305847214,1.8221839086355565
76574,AC; OVERHEAD,0.3128025121406833,1.8698084765677947
76575,AC; OVERHEAD,1.0,0.011231850529240717
76577,AC; OVERHEAD,0.8460576757847664,3.850439095801101
76578,AC; OVERHEAD,0.3763880383055543,6.843227526532307
76580,AC; OVERHEAD,0.1600748940503853,2.179054098217673
68359,AC; OVERHEAD,0.07012932198371208,7.782290426107536
72383,AC; OVERHEAD,0.08029435984922353,7.569191439311786
76542,AC; OVERHEAD,0.6033158836442116,6.851532990657621
76576,AC; OVERHEAD,1.0,0.03146268831364298
76543,AC; OVERHEAD,0.7356715370598034,2.8664803883299137
76545,AC; OVERHEAD,0.4226517433621854,9.576895125043368
76546,AC; OVERHEAD,0.5579893135122672,0.5829067318478702
76552,AC; OVERHEAD,1.0,0.006806687804853375
76553,AC; OVERHEAD,0.9674462399819906,8.417903682050264
69634,AC; OVERHEAD,0.02360074806714412,2.0798276869833856
69635,AC; OVERHEAD,0.03768115989676332,2.078413976557816
71825,AC; OVERHEAD,0.4684508402071473,1.3333652076683797
71826,AC; OVERHEAD,0.07740588262048394,0.39058533329987455
71838,AC; OVERHEAD,0.04941807463409788,0.2797618558053032
71892,AC; OVERHEAD,0.07858285320273696,0.2902583063208862
71897,AC; OVERHEAD,0.18489869138470283,0.6855899929182674
68363,AC; OVERHEAD,0.0008343859016173954,0.08435740832269088
72233,AC; OVERHEAD,0.003907930045995357,0.1731942931951089
72234,AC; OVERHEAD,0.009021818219582443,0.17783646668716552
72385,AC; OVERHEAD,0.0070436544005974605,0.14106163590215712
72386,AC; OVERHEAD,0.006838456610897354,0.13719509968009083
75197,AC; OVERHEAD,0.0070355332382749155,0.1422364293276021
75506,AC; OVERHEAD,0.006887139912284261,0.13583490319481636
72233,AC; OVERHEAD,0.005705726611945651,0.2528702602374127
72234,AC; OVERHEAD,0.005266129761289141,0.10380500771241781
76578,AC; OVERHEAD,0.060936167043731365,1.1078993305746605
76580,AC; OVERHEAD,0.06300083534768386,0.8576124898904902
76581,AC; OVERHEAD,0.019665685828057847,0.2099585954541653
78764,AC; OVERHEAD,0.12066009220919255,0.6884326052276748
76578,AC; OVERHEAD,0.004161304961391243,0.07565797464310063
76580,AC; OVERHEAD,0.01670301831621553,0.22737344747576735
76581,AC; OVERHEAD,0.007955173468622075,0.08493256033222632
78764,AC; OVERHEAD,0.07651299084943601,0.4365489588132893
76545,AC; OVERHEAD,0.02970832199579038,0.6731629256545943
