road_id,road_type,name,portion,length
8926,344,I- 15,0.03902946136803811,2.1913420246710356
8905,344,I- 15,0.03928701228191025,2.2049493645768186
8881,344,I- 15,0.026678624754255326,3.218346603196753
8886,344,I- 15,0.027666935295017552,3.340382911920706
8928,344,I- 15,0.031440329670096606,3.1270945720954932
8914,344,I- 15,0.02916470544461607,2.8997165047177904
1646,344,I- 70,0.007904071401645178,1.4258953568160182
1541,344,I- 70,0.007770325142223813,1.4016102781293174
9393,640,US Hwy 89,0.020541259363956853,1.4258953568160182
9408,640,US Hwy 89,0.020203012189045008,1.4016102781293174
4707,344,I- 215,0.009781701220595188,0.5426678677428729
4708,344,I- 215,0.010027405634269779,0.552064354671716
16963,0,Belt Rte,0.010027405634269779,0.552064354671716
16969,0,Belt Rte,0.01979016509513032,0.5426678677428729
8926,344,I- 15,0.005840720741991934,0.3279321919306848
8905,344,I- 15,0.005946221267482676,0.33372649239112845
9393,640,US Hwy 89,0.0032067204231839494,0.22259821956428974
9408,640,US Hwy 89,0.0031918682363362085,0.2214400152126424
1646,344,I- 70,0.0012339139845745737,0.22259821956428974
1541,344,I- 70,0.0012276314925413704,0.2214400152126424
8895,344,I- 15,0.08634179335078909,8.081582921547959
8896,344,I- 15,0.08617186974417748,8.06749312939189
8920,344,I- 15,0.038695669737705385,3.3099273205537583
8894,344,I- 15,0.03525282413374445,3.0152273950976727
8920,344,I- 15,0.00415418784268505,0.35533846366838695
8894,344,I- 15,0.008348474738713814,0.7140576778742471
8920,344,I- 15,0.004524690725166643,0.38703032018314293
8894,344,I- 15,0.0033469558928223473,0.28627020235129197
8920,344,I- 15,0.008012882946730086,0.6854012441587979
8894,344,I- 15,0.00679472827990061,0.5811633920185751
8920,344,I- 15,0.008012920376244933,0.68540444578251
8894,344,I- 15,0.006794759257486241,0.5811660415783514
8920,344,I- 15,0.004466726617972895,0.3820722206512683
8894,344,I- 15,0.003831085913088531,0.32767857560268454
8881,344,I- 15,0.0009010801219534887,0.10870081109539084
8886,344,I- 15,0.0012567839281058123,0.15173851070440988
8881,344,I- 15,0.0002288658390060162,0.027608979186054258
8886,344,I- 15,0.00022785192203717006,0.027509829285584736
8881,344,I- 15,0.0002288658390060162,0.027608979186054258
8886,344,I- 15,0.00022785192203717006,0.027509829285584736
8882,344,I- 15,0.01100562026028757,0.6939109766952727
8921,344,I- 15,0.011001980209157448,0.6948467946621788
8882,344,I- 15,0.010072511413131443,0.6350779026676767
8921,344,I- 15,0.010038814193527089,0.634016579922177
8882,344,I- 15,0.029113664007595644,1.8356340259700026
8921,344,I- 15,0.029574114074863933,1.8677981580796306
8882,344,I- 15,0.014692795931671214,0.9263896204123526
8921,344,I- 15,0.014733467998452363,0.9305145817714953
8927,344,I- 15,0.04767737406065016,2.5959068004746007
9398,640,US Hwy 89,0.0150564531278365,0.25362965435486745
9412,640,US Hwy 89,0.02125424663930362,0.25118956566660966
8876,344,I- 15,0.09202942081699116,2.6097058948630214
9411,640,US Hwy 89,0.16765611894171262,0.7411637325639397
8927,344,I- 15,0.03710532419171396,2.0202866726794615
14636,0,Legacy Pkwy,0.7533220057447187,0.8665755470877397
4011,586,State Rte 67,0.47226012049191635,0.02578553423187024
9398,640,US Hwy 89,0.10795165168041473,1.818472110946285
9412,640,US Hwy 89,0.054036732807509626,0.6386235971714359
8876,344,I- 15,0.09348979875216468,2.6511182700829967
4016,586,State Rte 67,0.00592190535803043,0.14413277878601313
14633,0,Legacy Pkwy,0.00592190535803043,0.14413277878601313
8927,344,I- 15,0.027876759395452966,1.5178157504604763
8876,344,I- 15,0.052898905175912045,1.5000701237042853
8927,344,I- 15,0.05015293790308558,2.7306946980927083
9398,640,US Hwy 89,0.16210476977876886,2.7306946980927087
9412,640,US Hwy 89,0.23051139530278625,2.7242582741200447
8876,344,I- 15,0.09606902893412941,2.724258274120045
8927,344,I- 15,0.0052665446433889295,0.2867494136188164
9398,640,US Hwy 89,0.017022572208948223,0.2867494136188164
9412,640,US Hwy 89,0.0803908580393767,0.9500851786078046
8876,344,I- 15,0.033504077561457624,0.9500851786078045
9411,640,US Hwy 89,0.1876153301683349,0.8293981709198606
9398,640,US Hwy 89,0.04654499896779758,0.7840619500435081
8927,344,I- 15,0.012573238857542513,0.6845795704429158
9398,640,US Hwy 89,0.014658261871299342,0.24692202474879954
9412,640,US Hwy 89,0.020821594932392176,0.2460763477676965
14637,0,Legacy Pkwy,0.12388430813097599,2.9912373635832
4012,586,State Rte 67,0.12609152018195377,2.9912373635832
8876,344,I- 15,0.025823579042620663,0.7322869779654848
4016,586,State Rte 67,0.12098635729521504,2.9446772310384444
14633,0,Legacy Pkwy,0.12098635729521504,2.9446772310384444
8877,344,I- 15,0.0018268049277426787,0.047697440519659594
8877,344,I- 15,0.06133823557808441,1.6015266866406526
8877,344,I- 15,0.006833339625776949,0.17841686619154962
8877,344,I- 15,0.0023606458030701457,0.06163589832169675
8927,344,I- 15,0.0010018150883570125,0.054546179438821375
8881,344,I- 15,0.00023563493641133774,0.02842556181884719
8886,344,I- 15,0.0002572993047014483,0.031065175506756533
8881,344,I- 15,0.002619185186691908,0.31596252904260486
8886,344,I- 15,0.0029010846733758585,0.35026408113676955
8881,344,I- 15,0.00209423414810266,0.2526356369163967
8886,344,I- 15,0.0026433698120399665,0.3191487331672581
8881,344,I- 15,0.0012260964400023185,0.14790879774429502
8886,344,I- 15,0.010536495548577371,1.2721296850083268
3029,344,I- 84,0.008487425764871768,0.3844383683184197
2964,344,I- 84,0.03162215900218558,1.4331398975699317
3029,344,I- 84,0.0022301360516541356,0.101014122370819
2964,344,I- 84,0.01617431268193591,0.7330319482187025
3029,344,I- 84,0.03350163387227962,1.5174581573562502
2964,344,I- 84,0.034440917638788184,1.5608881472531935
4707,344,I- 215,0.00971841477144268,0.5391568708677793
4708,344,I- 215,0.010074098731980253,0.5546350689516948
16963,0,Belt Rte,0.010074098731980253,0.5546350689516948
16969,0,Belt Rte,0.01966212506929354,0.5391568708677794
8926,344,I- 15,0.005883381067213842,0.33032739186858234
8905,344,I- 15,0.005999658593127251,0.3367256157751925
12727,586,State Rte 201,0.05451253018795399,0.9133967470150812
5307,344,I- 80,0.19114989708835708,15.168534021390741
5305,344,I- 80,0.19046958396912375,15.103294341667388
13133,0,Dwight D Eisenhower Hwy,0.19046958396912375,15.103294341667388
4707,344,I- 215,0.006285372718162779,0.3486990385428148
4708,344,I- 215,0.00248666128057719,0.13690451002174503
16963,0,Belt Rte,0.00248666128057719,0.13690451002174503
13134,0,Dwight D Eisenhower Hwy,0.2782644511306827,15.168534021390741
16969,0,Belt Rte,0.012716455039024459,0.34869903854281475
4707,344,I- 215,0.004511664930306114,0.2502975231491012
4708,344,I- 215,0.004589819546491722,0.2526950497877315
16963,0,Belt Rte,0.004589819546491722,0.2526950497877315
16969,0,Belt Rte,0.009127920778920988,0.2502975231491012
4707,344,I- 215,0.013541977519369959,0.7512799562907997
4708,344,I- 215,0.013887546695383361,0.7645865524934911
16963,0,Belt Rte,0.013887546695383361,0.7645865524934911
16969,0,Belt Rte,0.027397889669601654,0.7512799562907997
8926,344,I- 15,0.01458105643716835,0.8186657108476838
8905,344,I- 15,0.014554859208707322,0.8168788029351216
8926,344,I- 15,0.010395901903798748,0.5836866799501249
8905,344,I- 15,0.010296149978232548,0.5778624546246003
8926,344,I- 15,0.006283080736079055,0.352768866870559
8905,344,I- 15,0.006213088572827377,0.3487041875928852
8926,344,I- 15,0.010081732259402234,0.5660473603051497
8905,344,I- 15,0.009969469795942761,0.5595278137720209
8926,344,I- 15,0.0033840534396076876,0.1900005343660128
8905,344,I- 15,0.0032955895799501563,0.18496209633031827
9393,640,US Hwy 89,0.01644757344599635,1.1417273981111442
9408,640,US Hwy 89,0.013638605785430469,0.9461960359841235
1646,344,I- 70,0.006328861955225125,1.1417273981111442
1541,344,I- 70,0.00524557429593963,0.9461960359841235
1646,344,I- 70,0.002035396652057438,0.36718578160155335
1541,344,I- 70,0.0020568276682163466,0.37101031775971877
9393,640,US Hwy 89,0.005289629662219259,0.36718578160155335
9408,640,US Hwy 89,0.0053477960949067024,0.37101031775971877
5293,344,I- 80,0.029187707304188366,6.303038034269841
13150,0,Dwight D Eisenhower Hwy,0.029187707304188366,6.303038034269841
5375,344,I- 80,0.029207519967597014,6.3107655536800795
13135,0,Dwight D Eisenhower Hwy,0.029207519967597156,6.310765553680081
8895,344,I- 15,0.0231792096255628,2.169571621982257
8896,344,I- 15,0.023455524585788538,2.195928717850728
8895,344,I- 15,0.03500973798062106,3.276907851595722
8896,344,I- 15,0.035889882816216176,3.3600452664434384
8895,344,I- 15,0.021042360093483318,1.9695627269363745
8896,344,I- 15,0.021307368516607243,1.9948162854475475
8895,344,I- 15,0.0032465227001718575,0.30387418873187977
8896,344,I- 15,0.0037271588232319695,0.34894018532779936
8895,344,I- 15,0.0007125819026731443,0.06669759234037037
8896,344,I- 15,0.0007843881303716978,0.07343516940431481
8895,344,I- 15,0.03881550684414467,3.6331274233372244
8896,344,I- 15,0.038532991444282065,3.607495632328052
8895,344,I- 15,0.0016499952096820183,0.1544393808572691
8896,344,I- 15,0.0017639265489667732,0.16514049604340778
8895,344,I- 15,0.00054500765594892,0.05101266019035524
8896,344,I- 15,0.0004442533776183646,0.04159142748422799
8920,344,I- 15,0.01140587588335395,0.9756290679825604
8894,344,I- 15,0.009030611507004438,0.772401867921265
6788,640,US Hwy 40,0.006177917844586478,0.0751009639856055
7121,640,US Hwy 189,0.006177917844586478,0.0751009639856055
6786,640,US Hwy 40,0.006329644117675733,0.07510616863753827
7120,640,US Hwy 189,0.006329644117675733,0.07510616863753827
